image_id,split,image_path,mask_path
ILSVRC2012_test_00000131,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000131.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000131.png
ILSVRC2012_test_00000138,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000138.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000138.png
ILSVRC2012_test_00000142,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000142.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000142.png
ILSVRC2012_test_00000153,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000153.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000153.png
ILSVRC2012_test_00000172,train,DUTS-TR/DUTS-TR-Image/ILSVRC2012_test_00000172.jpg,DUTS-TR/DUTS-TR-Mask/ILSVRC2012_test_00000172.png
ILSVRC2012_test_00000181,train,DUTS-TR/DUTS-TR-Image/ILSVRC2012_test_00000181.jpg,DUTS-TR/DUTS-TR-Mask/ILSVRC2012_test_00000181.png
ILSVRC2012_test_00000184,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000184.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000184.png
ILSVRC2012_test_00000196,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000196.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000196.png
ILSVRC2012_test_00000198,train,DUTS-TR/DUTS-TR-Image/ILSVRC2012_test_00000198.jpg,DUTS-TR/DUTS-TR-Mask/ILSVRC2012_test_00000198.png
ILSVRC2012_test_00000201,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000201.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000201.png
ILSVRC2012_test_00000205,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000205.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000205.png
ILSVRC2012_test_00000215,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000215.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000215.png
ILSVRC2012_test_00000224,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000224.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000224.png
ILSVRC2012_test_00000232,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000232.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000232.png
ILSVRC2012_test_00000237,train,DUTS-TR/DUTS-TR-Image/ILSVRC2012_test_00000237.jpg,DUTS-TR/DUTS-TR-Mask/ILSVRC2012_test_00000237.png
ILSVRC2012_test_00000250,train,DUTS-TR/DUTS-TR-Image/ILSVRC2012_test_00000250.jpg,DUTS-TR/DUTS-TR-Mask/ILSVRC2012_test_00000250.png
ILSVRC2012_test_00000256,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000256.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000256.png
ILSVRC2012_test_00000259,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000259.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000259.png
ILSVRC2012_test_00000262,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000262.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000262.png
ILSVRC2012_test_00000278,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000278.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000278.png
ILSVRC2012_test_00000284,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000284.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000284.png
ILSVRC2012_test_00000305,train,DUTS-TR/DUTS-TR-Image/ILSVRC2012_test_00000305.jpg,DUTS-TR/DUTS-TR-Mask/ILSVRC2012_test_00000305.png
ILSVRC2012_test_00000307,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000307.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000307.png
ILSVRC2012_test_00000311,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000311.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000311.png
ILSVRC2012_test_00000320,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000320.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000320.png
ILSVRC2012_test_00000322,train,DUTS-TR/DUTS-TR-Image/ILSVRC2012_test_00000322.jpg,DUTS-TR/DUTS-TR-Mask/ILSVRC2012_test_00000322.png
ILSVRC2012_test_00000324,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000324.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000324.png
ILSVRC2012_test_00000340,train,DUTS-TR/DUTS-TR-Image/ILSVRC2012_test_00000340.jpg,DUTS-TR/DUTS-TR-Mask/ILSVRC2012_test_00000340.png
ILSVRC2012_test_00000354,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000354.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000354.png
ILSVRC2012_test_00000355,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000355.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000355.png
ILSVRC2012_test_00000363,train,DUTS-TR/DUTS-TR-Image/ILSVRC2012_test_00000363.jpg,DUTS-TR/DUTS-TR-Mask/ILSVRC2012_test_00000363.png
ILSVRC2012_test_00000365,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000365.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000365.png
ILSVRC2012_test_00000376,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000376.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000376.png
ILSVRC2012_test_00000378,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000378.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000378.png
ILSVRC2012_test_00000382,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000382.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000382.png
ILSVRC2012_test_00000386,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000386.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000386.png
ILSVRC2012_test_00000394,train,DUTS-TR/DUTS-TR-Image/ILSVRC2012_test_00000394.jpg,DUTS-TR/DUTS-TR-Mask/ILSVRC2012_test_00000394.png
ILSVRC2012_test_00000401,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000401.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000401.png
ILSVRC2012_test_00000413,train,DUTS-TR/DUTS-TR-Image/ILSVRC2012_test_00000413.jpg,DUTS-TR/DUTS-TR-Mask/ILSVRC2012_test_00000413.png
ILSVRC2012_test_00000415,train,DUTS-TR/DUTS-TR-Image/ILSVRC2012_test_00000415.jpg,DUTS-TR/DUTS-TR-Mask/ILSVRC2012_test_00000415.png
ILSVRC2012_test_00000421,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000421.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000421.png
ILSVRC2012_test_00000422,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000422.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000422.png
ILSVRC2012_test_00000423,train,DUTS-TR/DUTS-TR-Image/ILSVRC2012_test_00000423.jpg,DUTS-TR/DUTS-TR-Mask/ILSVRC2012_test_00000423.png
ILSVRC2012_test_00000425,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000425.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000425.png
ILSVRC2012_test_00000439,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000439.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000439.png
ILSVRC2012_test_00000445,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000445.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000445.png
ILSVRC2012_test_00000446,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000446.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000446.png
ILSVRC2012_test_00000448,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000448.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000448.png
ILSVRC2012_test_00000449,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000449.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000449.png
ILSVRC2012_test_00000450,train,DUTS-TR/DUTS-TR-Image/ILSVRC2012_test_00000450.jpg,DUTS-TR/DUTS-TR-Mask/ILSVRC2012_test_00000450.png
ILSVRC2012_test_00000453,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000453.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000453.png
ILSVRC2012_test_00000465,train,DUTS-TR/DUTS-TR-Image/ILSVRC2012_test_00000465.jpg,DUTS-TR/DUTS-TR-Mask/ILSVRC2012_test_00000465.png
ILSVRC2012_test_00000473,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000473.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000473.png
ILSVRC2012_test_00000481,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000481.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000481.png
ILSVRC2012_test_00000487,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000487.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000487.png
ILSVRC2012_test_00000498,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000498.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000498.png
ILSVRC2012_test_00000501,train,DUTS-TR/DUTS-TR-Image/ILSVRC2012_test_00000501.jpg,DUTS-TR/DUTS-TR-Mask/ILSVRC2012_test_00000501.png
ILSVRC2012_test_00000504,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000504.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000504.png
ILSVRC2012_test_00000517,train,DUTS-TR/DUTS-TR-Image/ILSVRC2012_test_00000517.jpg,DUTS-TR/DUTS-TR-Mask/ILSVRC2012_test_00000517.png
ILSVRC2012_test_00000529,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000529.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000529.png
ILSVRC2012_test_00000534,train,DUTS-TR/DUTS-TR-Image/ILSVRC2012_test_00000534.jpg,DUTS-TR/DUTS-TR-Mask/ILSVRC2012_test_00000534.png
ILSVRC2012_test_00000537,train,DUTS-TR/DUTS-TR-Image/ILSVRC2012_test_00000537.jpg,DUTS-TR/DUTS-TR-Mask/ILSVRC2012_test_00000537.png
ILSVRC2012_test_00000549,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000549.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000549.png
ILSVRC2012_test_00000555,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000555.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000555.png
ILSVRC2012_test_00000558,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000558.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000558.png
ILSVRC2012_test_00000568,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000568.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000568.png
ILSVRC2012_test_00000587,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000587.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000587.png
ILSVRC2012_test_00000591,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000591.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000591.png
ILSVRC2012_test_00000592,train,DUTS-TR/DUTS-TR-Image/ILSVRC2012_test_00000592.jpg,DUTS-TR/DUTS-TR-Mask/ILSVRC2012_test_00000592.png
ILSVRC2012_test_00000606,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000606.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000606.png
ILSVRC2012_test_00000613,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000613.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000613.png
ILSVRC2012_test_00000616,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000616.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000616.png
ILSVRC2012_test_00000622,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000622.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000622.png
ILSVRC2012_test_00000626,train,DUTS-TR/DUTS-TR-Image/ILSVRC2012_test_00000626.jpg,DUTS-TR/DUTS-TR-Mask/ILSVRC2012_test_00000626.png
ILSVRC2012_test_00000628,train,DUTS-TR/DUTS-TR-Image/ILSVRC2012_test_00000628.jpg,DUTS-TR/DUTS-TR-Mask/ILSVRC2012_test_00000628.png
ILSVRC2012_test_00000633,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000633.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000633.png
ILSVRC2012_test_00000637,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000637.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000637.png
ILSVRC2012_test_00000645,train,DUTS-TR/DUTS-TR-Image/ILSVRC2012_test_00000645.jpg,DUTS-TR/DUTS-TR-Mask/ILSVRC2012_test_00000645.png
ILSVRC2012_test_00000648,train,DUTS-TR/DUTS-TR-Image/ILSVRC2012_test_00000648.jpg,DUTS-TR/DUTS-TR-Mask/ILSVRC2012_test_00000648.png
ILSVRC2012_test_00000649,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000649.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000649.png
ILSVRC2012_test_00000652,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000652.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000652.png
ILSVRC2012_test_00000658,train,DUTS-TR/DUTS-TR-Image/ILSVRC2012_test_00000658.jpg,DUTS-TR/DUTS-TR-Mask/ILSVRC2012_test_00000658.png
ILSVRC2012_test_00000659,train,DUTS-TR/DUTS-TR-Image/ILSVRC2012_test_00000659.jpg,DUTS-TR/DUTS-TR-Mask/ILSVRC2012_test_00000659.png
ILSVRC2012_test_00000661,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000661.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000661.png
ILSVRC2012_test_00000671,train,DUTS-TR/DUTS-TR-Image/ILSVRC2012_test_00000671.jpg,DUTS-TR/DUTS-TR-Mask/ILSVRC2012_test_00000671.png
ILSVRC2012_test_00000677,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000677.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000677.png
ILSVRC2012_test_00000678,train,DUTS-TR/DUTS-TR-Image/ILSVRC2012_test_00000678.jpg,DUTS-TR/DUTS-TR-Mask/ILSVRC2012_test_00000678.png
ILSVRC2012_test_00000680,train,DUTS-TR/DUTS-TR-Image/ILSVRC2012_test_00000680.jpg,DUTS-TR/DUTS-TR-Mask/ILSVRC2012_test_00000680.png
ILSVRC2012_test_00000686,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000686.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000686.png
ILSVRC2012_test_00000687,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000687.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000687.png
ILSVRC2012_test_00000688,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000688.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000688.png
ILSVRC2012_test_00000689,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000689.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000689.png
ILSVRC2012_test_00000692,train,DUTS-TR/DUTS-TR-Image/ILSVRC2012_test_00000692.jpg,DUTS-TR/DUTS-TR-Mask/ILSVRC2012_test_00000692.png
ILSVRC2012_test_00000699,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000699.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000699.png
ILSVRC2012_test_00000704,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000704.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000704.png
ILSVRC2012_test_00000716,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000716.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000716.png
ILSVRC2012_test_00000728,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000728.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000728.png
ILSVRC2012_test_00000736,train,DUTS-TR/DUTS-TR-Image/ILSVRC2012_test_00000736.jpg,DUTS-TR/DUTS-TR-Mask/ILSVRC2012_test_00000736.png
ILSVRC2012_test_00000747,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000747.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000747.png
ILSVRC2012_test_00000756,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000756.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000756.png
ILSVRC2012_test_00000761,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000761.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000761.png
ILSVRC2012_test_00000764,train,DUTS-TR/DUTS-TR-Image/ILSVRC2012_test_00000764.jpg,DUTS-TR/DUTS-TR-Mask/ILSVRC2012_test_00000764.png
ILSVRC2012_test_00000767,train,DUTS-TR/DUTS-TR-Image/ILSVRC2012_test_00000767.jpg,DUTS-TR/DUTS-TR-Mask/ILSVRC2012_test_00000767.png
ILSVRC2012_test_00000770,train,DUTS-TR/DUTS-TR-Image/ILSVRC2012_test_00000770.jpg,DUTS-TR/DUTS-TR-Mask/ILSVRC2012_test_00000770.png
ILSVRC2012_test_00000775,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000775.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000775.png
ILSVRC2012_test_00000776,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000776.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000776.png
ILSVRC2012_test_00000789,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000789.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000789.png
ILSVRC2012_test_00000790,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000790.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000790.png
ILSVRC2012_test_00000792,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000792.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000792.png
ILSVRC2012_test_00000801,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000801.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000801.png
ILSVRC2012_test_00000805,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000805.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000805.png
ILSVRC2012_test_00000806,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000806.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000806.png
ILSVRC2012_test_00000815,train,DUTS-TR/DUTS-TR-Image/ILSVRC2012_test_00000815.jpg,DUTS-TR/DUTS-TR-Mask/ILSVRC2012_test_00000815.png
ILSVRC2012_test_00000817,train,DUTS-TR/DUTS-TR-Image/ILSVRC2012_test_00000817.jpg,DUTS-TR/DUTS-TR-Mask/ILSVRC2012_test_00000817.png
ILSVRC2012_test_00000823,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000823.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000823.png
ILSVRC2012_test_00000827,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000827.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000827.png
ILSVRC2012_test_00000843,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000843.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000843.png
ILSVRC2012_test_00000857,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000857.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000857.png
ILSVRC2012_test_00000860,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000860.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000860.png
ILSVRC2012_test_00000871,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000871.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000871.png
ILSVRC2012_test_00000877,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000877.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000877.png
ILSVRC2012_test_00000881,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000881.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000881.png
ILSVRC2012_test_00000896,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000896.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000896.png
ILSVRC2012_test_00000898,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000898.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000898.png
ILSVRC2012_test_00000905,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000905.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000905.png
ILSVRC2012_test_00000909,train,DUTS-TR/DUTS-TR-Image/ILSVRC2012_test_00000909.jpg,DUTS-TR/DUTS-TR-Mask/ILSVRC2012_test_00000909.png
ILSVRC2012_test_00000910,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000910.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000910.png
ILSVRC2012_test_00000914,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000914.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000914.png
ILSVRC2012_test_00000921,train,DUTS-TR/DUTS-TR-Image/ILSVRC2012_test_00000921.jpg,DUTS-TR/DUTS-TR-Mask/ILSVRC2012_test_00000921.png
ILSVRC2012_test_00000926,test,DUTS-TE/DUTS-TE-Image/ILSVRC2012_test_00000926.jpg,DUTS-TE/DUTS-TE-Mask/ILSVRC2012_test_00000926.png
ILSVRC2012_test_00000933,train,DUTS-TR/DUTS-TR-Image/ILSVRC2012_test_00000933.jpg,DUTS-TR/DUTS-TR-Mask/ILSVRC2012_test_00000933.png
ILSVRC2012_test_00000946,train,DUTS-TR/DUTS-TR-Image/ILSVRC2012_test_00000946.jpg,DUTS-TR/DUTS-TR-Mask/ILSVRC2012_test_00000946.png
